yorumlar,duygu
Ürünü sipariş verdim bir hafta hazirlanması sürdü .sonra başka bir tedarikci firmaya yonlendirler neyse. ürün geldi deneyim dedim( once bi sarj ettim 10 saat dikkat edin tam oturmuyor yerine) Arkadaslar hic abartmıyorum kimseye hakarette etmiyorum yayinla bunu hepsiburada lütfen. tavuk nasıl yolunur aynen öyle yoldu beni. ben yandim arkdslarlar siz yanmayın paramı çöpe attım anlayacağınız tabiki ürünüde ...kalın sağlıcakla.,negatif
bodylerin boyları kısa yüzden büyük beden alabilirsiniz,pozitif
ürünü sipariş ettiğimizde daha uygun fiyatta idi. gerçekten kalitesi ve görseli göründüğü gibiydi kızım çok istiyordu beni bu dertten kurtardınız teşekkürler. tek sıkıntı çok geç gönderildi buna dikkat edilirse daha memnun kalınır,pozitif
cidden cok guzel bi urun kalin yumusak yorumlar beni sasirtti oversize bi urun degil maalesef 174 58 kiloyum normalde ust bedenim s urunu m aldim ortalama durdu oversize olmadi,pozitif
"Ürün ses ve telefon görüşme kalitesi olarak fazlasıyla beklentileri karşılıyor, çok fazla değişik markalarda kulaklık kullandım  ve bu kulaklıktan aldığınız derin bas sesi başka hiç bir kulaklıktan alamayacağınızı garanti ederim, ancak sol kulaklık bağlantı kopma sorunu, zaman zaman  cızırtı sesi sizi hayal kırıklığına uğratabilir,  yurtdışında da benzer sorunları yaşayanlar var, iade işlemini başlattım,  amazzon satış sonrası müşteri desteği konusunda bence rakipsiz, iade işleminden sonra sanırım şansımı zorlayıp tekrar aynı üründen sipariş vereceğim",notr
Ürün hızlıca teslim edildi. Yalnız biçimlendirmeyi ve Windows kurulumunu yaptıktan sonra yazma hızı 80mb/snye düştü. Neden oluyor anlamadım.,negatif
gayet çekiş günlerinde sırt vs rahat şekilde kullanılabilir itiş günlerinde rahatsız edebilir kalın oluyor bara dumbella sarınca,pozitif
Çok çok kötü ve kesinlikle paramı helal etmiyorum. Sizin yüzünüzden evde huzursuzluk çıktı. Siz bazı insanların ne zorluklarla eşya aldıklarından habersiz siniz herhalde😡😡,negatif
"Saat bozuk cikti sarzi yok zannettim acilmayinca ama gunlerdir tık yok
calismayan oyuncak saat gonderilmis yaziklar olsun",negatif
ayaklarınız geniş taraklıysa kalıbı dar 36 numara giyiyorum kendi numaramı almama rağmen birazcık sıktı,negatif
Biraz basit bir ürün. Yüzüme küçük geldi. Kızıma verdim,negatif
ram ’ ini 16 yapınca oluyor,notr
gayet bı ürün 42 numara üstü olmali,pozitif
beden büyük kaliteli duruyor iki hafta maalesef geç,negatif
"Olumsuz yönleri: TAŞIYOR. YAĞI SINIRLARINDA KOYSAN DA TAŞIYOR. ÇOK KÖTÜ ALMAYIN 
PİŞMAN OLDUM.",negatif
Ürünün kalite açısından olumsuz bir yanı yok.Ben hediye olarak almıştım fakat eşim saç için çok uygun olmadığını söyledi bu yüzden iade edeceğiz.Aparatlar saçı çok kısaltacak türdenmiş.Almayı düşünenler ona göre karar verebilir.,negatif
s beden istedim m gönderilmiş,negatif
"Paketi bugün açtım ürün çok küçük ,iade edip etmemek arasında kararsız kaldım.Acaba bir boy büyüğünü mü alsaydım.Bıçakları sanki çok ufak parçalamayacak gibi zayıf görünüyor.",negatif
gayet paketleniş on numara beğendim 👍🏻,pozitif
ürün numara büyük almanızı tavsiye ediyorum,pozitif
anneme indirimdeylen bilekleri kalın olduğu fermuarını zarzor kapattı numara büyük aldık,pozitif
hızlıydı teşekkür ederim ürün süper paketlenmişti gerçekten özenle göndermişler birde yanına ruj hediye etmişler neredeyse siparişim parasında hediye teşekkür ederim gözünüz kapalı verebilirsiniz siparişinizi dokusuda cok,pozitif
sarj aleti lazım 33wat olandan ds telefona teşşekür ederim gönül rahatlığıyla alışveriş yapabilirsiniz garanti çıkmadı,negatif
alerji sivilce yapmadı bugüne kadar düzenli indirim yakaladıkça stokluyorum,pozitif
ürün gayet 5 yaşındaki kızıma mutlu oldu denizi aramiyoruz artık gönül rahatlığıyla alabilirsiniz☺️,pozitif
bekledigimden kaliteli tam bedeninizi alabilirsiniz,pozitif
"1 senelik kullanımdan sonra bağlantı yavaşlığı ve ara ara bağlantı kopmaları oluyordu. Bu sebepten ötürü başka bir modeme geçtim ve oda bozuldu, geçici bir süre tekrar bu modemi kullanmaya başladım 
 Aradan 2 ay geçti ve tabiri caize modem öldü. WIFI modülünde sıkıntı var, ortalama 30dk da bir WIFI bağlantısı kopuyor
Garanti zaten 12 ay. En fazla 12 ay kullanabilirsiniz. Haberiniz olsun.",notr
Yorumlara bakarak aldım çok pişmanım :( Allah aşkına niye bu kadar övdüğünüzü anlamıyorum. Patates pişireyim dedim 2 saatte en yüksek sıcaklıkta yarım yamalak pişerek çıktı. Önce ısıttım sonra 60 dk ayarladım ve sonuç pişmemiş. Tekrar 60 dk ayarladım biberler yanmış ama patates sadece yumuşamıştı. Parasını çöpe atmak isteyenler buyursun alsın. Davul fırınların yerini hiçbir şey tutmuyor. Annemin evde ki davul fırını muhteşem :(  iade talebinde bulundum. İnşallah satıcı sorun çıkarmaz. Eğer çıkarırsa onuda yazacağım. Boşuna paranız yanmasın. :(,negatif
Hiç tavsiye etmem arkadaşlar. Kek bile yapsan 20 dakika ısıtmak zorundasın.,negatif
dayanıklı değil olarak 15 kg kilosu mi gucluy um anlamadım tavandan hemen düştü sert bile vurmadım 183cm 90kg yim,negatif
bedenimden küçük gayet,negatif
2 gün içinde elime ulaştı oluşan karmaşıklık şunu belirteyim çift kameralı s pen kutu içerisinde mevcut tereddüt etmeden alabilirsiniz,pozitif
anneme aldık beğendi normalde 40 giyiyordu 41 aldık tam oldu rahat dedi annem,pozitif
hoş şık ayakkabı kendi numaramı aldı 37 numara tam oldu sıkmadı giymesi yürümesi rahat,pozitif
Sandalye çok küçük ve çok sert yetişkinler için almayı düşünen aklından bile geçirmesin küçük çocuklar ise bi kaç sene kullanabilir çok uzun ömürlü bir sandalye olduğunu düşünmüyorum,negatif
fiyatına göre anneme kaçırdığı dizileri izlemesi almıştım sevdi gün kullanıyor olumsuz yönde söylenebilecek tek şarjı gitmiyor powerbankiniz olsa olur,negatif
Ürün gerçekten çok kötü ve malzemeleri oldukça kalitesiz. 2 ay bile kullanmadan vidaları kendiliğinden düşmeye başladı ve vida yerleride kalitesiz malzemeden dolayı 2.kez vidalamaya müsait olmadığı için takamadık. Çöpe atacak paranız varsa tercih edebilirsiniz.,negatif
kaliteli bişey değil dikiş ipleri salkım saçak üzerinde geldi temizlenmemiş bile 3. gün koptu bile,negatif
urün rahat yalnız kalıbı büyük 1 puanı ordan kırdım1 numara küçük alınmalı,negatif
"Fırın beklediğimizden biraz büyük çıktı ama gri ve siyah rengiyle görsel açıdan çok şık duruyor iç aydınlatması güzel 2 tepsiyi aynı anda pişirebiliyor, fırın ve tepsilerin malzemesi çok kaliteli ve sağlam gayet kullanışlı...",notr
Ürün gayet kullanıslı ve güzel. Ama ya kargo şirketinde yada paketlemede sıkıntıları var. Su haznesi kısmı kırık geldi. Uğrasmak istemediğim icin değişime göndermedim. Paketleme ve teslimat konusunda daha dikkatli ve özenli olunabilirdi.,notr
kartondan halli̇ce kadar i̇nce ki̇ hi̇çbi̇r i̇şe yaramaz,negatif
normalde 37spor ayakkabılarda 38 numara giyiyorum38 numara tam olduçok şık rahatgönül rahatlığıyla alabilirsiniz,pozitif
bayıldımm tam beden alabilirsiniz,pozitif
Güzel bir ürün 2k yani,pozitif
şık beden büyük alınmalı,negatif
İdare eder. Çok kaliteli bir ürün değil...,negatif
kızım beğendi söylediği beden tam oldu,pozitif
"Daha önceki makinem candy yani hooverin yan ürünü idi.11 yıl kullandım battaniye,yorgan ne varsa yıkadımçokta severek kullandim.Artık kullanım süresi doldu Yeni bir makine almam gerektiğinde gözüm kapalı hoover 11+8 aldım yorumları okuduğumda özellikle servisten çok şikayet vardı benim bu makineyi albamdaki en büyuk etken servisı oldu .Ben Adana'da ikamet ediyorum diğer makinemede aynı servis baktığı için tecih ettim.Gerçekten ilgi mükemmel müşteriyi madur etmiyorlar makinem saat 19.00 da geldi yarım saat sonra servis gelip kurulumunu yaptı.11 yıldır servisimizden çok memnunum.Teşekkürler Ersin Çelik",negatif
büyük s almama ramen bol oldu 62 kq 175 boy s beden,negatif
Fiyatına göretavsiye ederim biraz küçük ve kuması deri ama iş görür ????,notr
tam bedenimizi alin kaliteli bi urun,pozitif
Çok kaliteli değil idare eder ????,negatif
ürün xl istedim s beden gönderildi memnun kalmadım,negatif
giydim rahat falan kalitesiz görünüyor bence boncukları hemen döküldü kendi numaranızı alın tam kalıp,negatif
Hiç tavsiye etmiyorum.Paranıza yazık.2defa çalıştırdık bozuldu.1ay icerisinde 3 kez tamire (servise) gitti.Yine aynı ve ücretli tamir ettirdim.BOZULDU.,negatif
numara büyük tam oldu ayakkabı fotoğrafta görüldüğü rahat yürürken topuğu vuruyor açık ayakkabılarda oluyor bazen yine tık rahatsız etti beni giyeceğim,pozitif
açık tenliyim 1 numarasını durdu,pozitif
fiyata dışarıda kadar alamıyoruz maalesef artık teşekkür ederim trendyol beden s m olur,negatif
telefon kavisli ekranlara koruyucu problemi yaşayacaksınız sağdan soldan kabaracak toz olacak kamera muadiller kıyaslanamaz bile büyük spen in kaliteli olmasını beklerdim hala note2 deki kalitede spen kamera kullanımları değil çoğu hareket algılanmıyor iş görüyor hızı kullanımı,negatif
Telefonom iphone 4 ev şarzının orjinalinden farkı yok aynı sürede şarz ediyor şarzdayken dokunmatiğinde sıkıntı olmuyor ama araç şarzı düzgün çalışmıyor anlık olarak akım gelip gidiyor,negatif
Fazla kaliteli birşey beklemeyin. Orta kalite,notr
1 numara büyük almanızı öneririm benim ayağımı aşırı sıktı kaliteli bekliyordum kaliteli gelmedi yapısı kalitesiz değil fiyatına göre normal ayakkabı alınabilir,negatif
ön çamurluk 26 jant bisikletime uymadı iade işlemleriyle uğraşmamak delip vida atmak zorunda kaldım ön çamurluğun aparatıda kapalıydı çamurluk aparata geçmedi 26 janta alırken düşünün,negatif
ürünün dokusu cok sert yumusak isteyenler icin sıkıntı olabilirbirde bwden olarak beden küçük tercih edilebilir,negatif
Defolu ürün göndermişler şaka mısınız siz ya,negatif
normalde m beden giyerim olur olmaz beden büyük l almıştım buna rağmen olmadı fazlasıyla sıkıyor dolayısıyla giymesi rahat değil,negatif
siteniz aracılığıyla almış olduğum ürünü dışarıdaki piyasadan çok daha ucuza buldum. Ve kullandığımız üzere verdiğim fiyata değdiğini söyleyebilirim.. Teşekkür ederim..,notr
m beden giyiyorum l beden tam oldu k kalın birsey bekmeleyin incede değil,negatif
ürün oldukça rahat 39 numara giyiyordum 39 tam oldu ön tarafının kumaş olmamasını ayrı beğendim oldukça hızlıydı almak isteyenler tereddüt etmeden alabilir,pozitif
Ürün beklediğimden küçük ve cok da fazla ses vermemkte.Açıkcası ben tavsiye etmiyorum.Kargo konusunda gayet iyidi.,negatif
Fiyatı parası olmayanlar için alınabilecek bir bilgisayar. Ben aldım 14. Gun ekran çizik çizik oldu ve 15-20sn. Debir restart yapmaya başladı. Urunu ücretsiz kargo ile gönderdim ram değişerek geldi şimdilik bir sıkıntı yok bakalım.,notr
55 kilo 36 beden oldu bi pantalon kesinlikle alınmasi lazim,negatif
tam numara alınabilir,notr
ayni göründüğü 158boy 42 kiloyum s beden aldim tam oldu cok rahat,pozitif
r fiyata değecek bilgisayar,negatif
ürün şık rahat göründüğü tam beden alınmalı,negatif
kullanışlıbataryası gayet,pozitif
Femaş oc 400 dörtt gözü gazlı set üstü ocak,notr
beden buyuk aldim ayagima anca oldu genel olarak rahat gorunuyor tavsiye ederim,pozitif
tam bedeninizi alabilirsiniz duruyor sentetik oranı yüksek bilginiz olsun,pozitif
görüldüğü gibi degil hemen iade verdim resimdekiyle alakası yok,negatif
36 giymeme rağmen 37 rahat numara büyük alınabilir,pozitif
beğendim 26 beden tam oldu 🥰,pozitif
beğendim gönül rahatlığıyla kendi bedeninizi alabilirisniz,pozitif
daha bugün geldin ürün açtım baktım ne jarz oluyor bide ekranı çıkmış hafif paketleme de kötü du kutu ezik geldi kargo da akşam geldi sakın almayın merhaba siparişiniz yeni geldi kusurlu ürün gönderdiniz lütfen biraz dikkatli olun insanın hevesi kursanda bırakıyorsunuz bidaha sizden birsey almiycam.,negatif
görselde begendik iyide geldiginde cam catlak cıktı   .,negatif
Bu fiyata bunlar normal ama bilinmesi gerekenler; Ürün siyah denmişti değil  Lacivert renklerde  genede şık. Bir tek teredütüm saatin boya soyulma riski. Yazılımı kötü Türkçe'de karakterler bozuk. Şarj çabuk bitiyor. Diğer söylenen herşeyi çalışıyor arkadaşlar...Telefonunuza BT Notification yükleme için saatte bir QR kod çıkıyor taradığınızda sizi yönlendiriyor. Küçük bir fiyata akıllı saat merakını gidermek isteyenler için uygun bir ürün.,negatif
Çük küçük ve içi darbeli geldi kazanındaki boyalar dökülüyor,negatif
ürün çok güzel kesinlikle tavsiye ederim,notr
tam bedeninizi tercih edin,notr
büyük geliyor ağıza kaldı çene kemiğim çıkacaktıboyut olarak 1 beden küçük olmalıydı,negatif
Çok güzel başarılı bi ürün sadece kutusu zedenlenmiş kargodayken,notr
kremden memnun kaldımkeşke uygun fiyattayken stok yapsaydımkampanya zamanı güneş kremi alırken denemek kremihassas kurumaya yatkın cildim var bana geldisatıcı zamanında kargoladı sorun olmadı,pozitif
"İndirimde almıştım fena bir ürün değil iade etmeyeceğim fakat beklentinizi yüksek tutmamanızı öneririm, ekranı gerçekten küçük ve çoğu oyunun nasıl oynandığını bile anlayamadık.",notr
Güzel bir ürün. Paketleme güzel. Fiyat olarak ta uygun...,pozitif
kendi bedeninizi alın derim,notr
bedeninize tam oturmasını istiyorsanız kendi bedeninizden beden küçük alın hafif salaş seven kendi bedenini alsın öyle yaptım ürün beğendim,pozitif
"Ürünü indirimli olarak aldım.Markayı ilk defa duydum.Ondan dolayı tereddütlü aldım,ama cihaz gerçekten iyi.IPOD-FLASH DISC-LINE IN-MEMORY CARD VE BLUETOOTH özelliği var.Ipod ta şarkıları ileri geri alabiliyorsun.menüde gezemiyorsun.Takılan flash disc te de şarkıları sırayla çalıyor.Rastgele özelliği yok.Saat ve alarm özellği var.Ayarlaması zor ama idare eder.Sonuçta çok mükemmel olmasada iyi bir ürün.Özellikle bluetooth olması bance tek başına yeter.Telefonla kolayca bağlantı kurabiliyor ve telefondaki müzikleri rahatça 7-10 metreden dinleyebiliyorsun.Sonuçta tavsiye ederim.Bu arada da telefon görüşmeside yapabiliyorsun..",notr
ürünü aldıktan fiyatı düştü 1 yıldızı yüzden kırıyorum yeni kullanmaya başladım kameranın gündüz çekimleri gece çekimleri beklediğim kadar değil genel olarak memnunum,pozitif
valla nemlendirici özelliği gayet kuruluk vb yapmıyor vücudumu temizledi ph değeri iyiymiş vücut varsa kızarıklık vb tahriş etmeden cilt tonunu esitliyor sinir olduğum sırtımda siyah nokta vardı gitmeye başladı,pozitif
Şarzı hemen bitiyor.Eski oyunlarla yeniden karşılaşmak güzel,notr
anlatıldığı kapatıcılığı cok 2 numara esmer ten,pozitif
38 numara gayet şık rahat bot,pozitif
muhteşem bilgisayar freedos geliyor windowsu sizin kurmanız gerekli benim yaptığım hatayı yapmayın belirtiyorum orijinal windows almama rağmen usb fat32 formatında olmadığı pc usbyi görmedi 2 saat falan uğraştım bilgisayarın performansı fanları aşırı güçlü bazen tasarım programı falan açınca fanlar hızlanıyor eyvah,negatif
görünüşü şık rahat kalıbı kalıp büyük 43 425 olsaymış tam olurmuş yazlık ideal tavsiye ederim,pozitif
aynı gün yapıldı çabuk ulaşım sağlandı teşekkür ederim terlikte gayet göründüğü 37 giyiyorum kullanıcı yorumlarına bakarak 38 tam oldu puan kırmamın nedeni terliği direk poşetine konulup gönderilmiş bunu yakıştırmadım insan poşete koyarda poşetine katar buna dikkat edilirse sevinirim,pozitif
ürün malzeme kalitesi olarak iphone den farksız kalite yönünden artısı var eksiği yok yazılım olarak stok android cok yalın sade cok hızlı donma kasma yok kamera düşünen varsa teredütsüz alabilir cok dikkat çeken telefon oled ekran başarılı premium telefon olmuş,pozitif
